product_sku,product_name,category,subcategory
P000608,Smart Beverages Brown 15,Grocery,Beverages
P000338,Select Sportswear Gray 42,Apparel,Sportswear
P001170,Smart Luxury Red 82,Premium,Luxury Watches
P001167,Essential Maintenance Silver 79,Automotive,Maintenance
P000867,Advanced Vitamins Red 76,Health & Beauty,Vitamins
P000952,Essential Outdoor Navy 62,Sports,Outdoor Recreation
P000679,Smart Snacks Green 86,Grocery,Snacks
P000868,Pro Vitamins Navy 77,Health & Beauty,Vitamins
P000330,Ultra Sportswear Red 34,Apparel,Sportswear
P000420,Ultra Kitchen Black 25,Home & Garden,Kitchen
P000632,Essential Beverages Brown 39,Grocery,Beverages
P000640,Active Snacks Brown 47,Grocery,Snacks
P000928,Premium Outdoor Silver 38,Sports,Outdoor Recreation
P001174,Elite Luxury Green 86,Premium,Luxury Watches
P000582,Ultra Beverages Black 88,Grocery,Beverages
P000421,Deluxe Kitchen Beige 26,Home & Garden,Kitchen
P000436,Elite Kitchen Black 41,Home & Garden,Kitchen
P000481,Essential Bedding White 86,Home & Garden,Bedding
P000718,Select Dairy Navy 26,Grocery,Dairy
P000910,Ultra Fitness Red 20,Sports,Fitness Equipment
P000382,Classic Furniture Blue 86,Home & Garden,Furniture
P000169,Classic Men's Beige 71,Apparel,Men's Clothing
P000442,Premium Kitchen Red 47,Home & Garden,Kitchen
P000162,Pro Men's Blue 64,Apparel,Men's Clothing
P000166,Essential Men's Beige 68,Apparel,Men's Clothing
P000059,Active Laptops Beige 60,Electronics,Laptops
P000960,Express Board Beige 70,Toys & Games,Board Games
P000859,Classic Hair White 68,Health & Beauty,Hair Care
P000193,Pro Men's Silver 95,Apparel,Men's Clothing
P001176,Advanced Luxury Beige 88,Premium,Luxury Watches
P000768,Premium Bakery Navy 76,Grocery,Bakery
P001034,Select Stationery Red 45,Office Supplies,Stationery
P001074,Classic Stationery Red 85,Office Supplies,Stationery
P000439,Ultra Kitchen Gray 44,Home & Garden,Kitchen
P000276,Smart Women's Gray 79,Apparel,Women's Clothing
P000922,Ultra Fitness Gray 32,Sports,Fitness Equipment
P000954,Advanced Outdoor Navy 64,Sports,Outdoor Recreation
P001039,Express Stationery Blue 50,Office Supplies,Stationery
P000534,Elite Tools Red 40,Home & Garden,Tools
P000848,Classic Hair Blue 57,Health & Beauty,Hair Care
P000283,Select Footwear Gray 86,Apparel,Footwear
P000549,Standard Outdoor Brown 55,Home & Garden,Outdoor
P000140,Premium Audio Black 42,Electronics,Audio
P000587,Signature Beverages Beige 93,Grocery,Beverages
P000241,Signature Women's Navy 44,Apparel,Women's Clothing
P000906,Express Fitness White 16,Sports,Fitness Equipment
P001188,Ultra Designer Navy 1,Premium,Designer Bags
P000708,Smart Dairy Gray 16,Grocery,Dairy
P000693,Signature Snacks Navy 1,Grocery,Snacks
P000769,Express Bakery Gray 77,Grocery,Bakery
P000048,Elite Laptops Black 49,Electronics,Laptops
P000533,Classic Tools Navy 39,Home & Garden,Tools
P000507,Deluxe Tools Black 13,Home & Garden,Tools
P000503,Active Tools Silver 9,Home & Garden,Tools
P000958,Select Outdoor Navy 68,Sports,Outdoor Recreation
P000001,Classic Smartphones Beige 2,Electronics,Smartphones
P001068,Deluxe Stationery White 79,Office Supplies,Stationery
P000478,Ultra Bedding Blue 83,Home & Garden,Bedding
P000959,Ultra Board Blue 69,Toys & Games,Board Games
P000509,Elite Tools Navy 15,Home & Garden,Tools
P001146,Smart Maintenance Beige 58,Automotive,Maintenance
P000602,Advanced Beverages Brown 9,Grocery,Beverages
P000711,Signature Dairy Red 19,Grocery,Dairy
P000857,Classic Hair Black 66,Health & Beauty,Hair Care
P000431,Pro Kitchen Silver 36,Home & Garden,Kitchen
P001117,Select Car Blue 29,Automotive,Car Accessories
P000637,Pro Beverages White 44,Grocery,Beverages
P000218,Express Women's Blue 21,Apparel,Women's Clothing
P000762,Signature Bakery Blue 70,Grocery,Bakery
P000890,Advanced Vitamins Green 99,Health & Beauty,Vitamins
P000138,Essential Audio Silver 40,Electronics,Audio
P000187,Premium Men's Red 89,Apparel,Men's Clothing
P000074,Advanced Tablets Beige 75,Electronics,Tablets
P000893,Pro Vitamins Red 3,Health & Beauty,Vitamins
P000937,Select Outdoor Silver 47,Sports,Outdoor Recreation
P000885,Premium Vitamins Black 94,Health & Beauty,Vitamins
P000891,Advanced Vitamins Silver 1,Health & Beauty,Vitamins
P001076,Advanced Printers Red 87,Office Supplies,Printers & Ink
P000929,Smart Outdoor Gray 39,Sports,Outdoor Recreation
P000042,Signature Laptops Green 43,Electronics,Laptops
P000949,Smart Outdoor Green 59,Sports,Outdoor Recreation
P000829,Standard Hair Green 38,Health & Beauty,Hair Care
P001012,Express Action White 23,Toys & Games,Action Figures
P000078,Active Tablets Brown 79,Electronics,Tablets
P000940,Express Outdoor Silver 50,Sports,Outdoor Recreation
P000826,Ultra Skincare Red 35,Health & Beauty,Skincare
P000464,Ultra Bedding Red 69,Home & Garden,Bedding
P000926,Ultra Fitness Green 36,Sports,Fitness Equipment
P000006,Deluxe Smartphones Blue 7,Electronics,Smartphones
P000261,Advanced Women's Silver 64,Apparel,Women's Clothing
P000564,Deluxe Outdoor Navy 70,Home & Garden,Outdoor
P000930,Standard Outdoor Black 40,Sports,Outdoor Recreation
P000309,Express Footwear Beige 13,Apparel,Footwear
P001154,Essential Maintenance Silver 66,Automotive,Maintenance
P000964,Premium Board Gray 74,Toys & Games,Board Games
P000040,Premium Laptops White 41,Electronics,Laptops
P001038,Ultra Stationery Gray 49,Office Supplies,Stationery
P001152,Active Maintenance Silver 64,Automotive,Maintenance
P000230,Advanced Women's Brown 33,Apparel,Women's Clothing
P000319,Essential Footwear White 23,Apparel,Footwear
P000508,Elite Tools Gray 14,Home & Garden,Tools
P000132,Express Audio Brown 34,Electronics,Audio
P000469,Smart Bedding Silver 74,Home & Garden,Bedding
P000963,Advanced Board Gray 73,Toys & Games,Board Games
P000797,Select Skincare Black 6,Health & Beauty,Skincare
P000729,Advanced Dairy Red 37,Grocery,Dairy
P000607,Deluxe Beverages Red 14,Grocery,Beverages
P000405,Express Furniture Gray 10,Home & Garden,Furniture
P001052,Smart Stationery Brown 63,Office Supplies,Stationery
P000903,Signature Fitness Gray 13,Sports,Fitness Equipment
P000623,Essential Beverages Silver 30,Grocery,Beverages
P001132,Signature Car Silver 44,Automotive,Car Accessories
P000053,Advanced Laptops Blue 54,Electronics,Laptops
P000496,Ultra Bedding Red 2,Home & Garden,Bedding
P000591,Smart Beverages Red 97,Grocery,Beverages
P000223,Elite Women's Beige 26,Apparel,Women's Clothing
P000407,Premium Furniture White 12,Home & Garden,Furniture
P000465,Select Bedding Blue 70,Home & Garden,Bedding
P000213,Advanced Men's Beige 16,Apparel,Men's Clothing
P000648,Elite Snacks Beige 55,Grocery,Snacks
P000504,Essential Tools Black 10,Home & Garden,Tools
P000449,Smart Kitchen Red 54,Home & Garden,Kitchen
P001182,Express Luxury Green 94,Premium,Luxury Watches
P001166,Standard Maintenance Navy 78,Automotive,Maintenance
P000296,Ultra Footwear Gray 99,Apparel,Footwear
P001059,Deluxe Stationery Gray 70,Office Supplies,Stationery
P000915,Deluxe Fitness Gray 25,Sports,Fitness Equipment
P000340,Deluxe Sportswear Green 44,Apparel,Sportswear
P000545,Advanced Outdoor Silver 51,Home & Garden,Outdoor
P000154,Express Audio Red 56,Electronics,Audio
P000969,Premium Board Gray 79,Toys & Games,Board Games
P000085,Advanced Tablets Navy 86,Electronics,Tablets
P000246,Select Women's Blue 49,Apparel,Women's Clothing
P000870,Deluxe Vitamins Gray 79,Health & Beauty,Vitamins
P000388,Elite Furniture Brown 92,Home & Garden,Furniture
P000588,Deluxe Beverages White 94,Grocery,Beverages
P000613,Elite Beverages Silver 20,Grocery,Beverages
P001105,Select Printers Black 17,Office Supplies,Printers & Ink
P000835,Essential Hair Beige 44,Health & Beauty,Hair Care
P001000,Pro Action Navy 11,Toys & Games,Action Figures
P000716,Standard Dairy Black 24,Grocery,Dairy
P000822,Select Skincare Navy 31,Health & Beauty,Skincare
P000945,Advanced Outdoor Black 55,Sports,Outdoor Recreation
P000745,Signature Bakery White 53,Grocery,Bakery
P000202,Smart Men's Red 5,Apparel,Men's Clothing
P000872,Premium Vitamins Blue 81,Health & Beauty,Vitamins
P000150,Deluxe Audio Gray 52,Electronics,Audio
P000947,Active Outdoor White 57,Sports,Outdoor Recreation
P000101,Pro Accessories Black 3,Electronics,Accessories
P000802,Advanced Skincare Brown 11,Health & Beauty,Skincare
P000695,Signature Dairy Black 3,Grocery,Dairy
P000356,Elite Sportswear Green 60,Apparel,Sportswear
P000100,Advanced Accessories Gray 2,Electronics,Accessories
P000527,Advanced Tools Black 33,Home & Garden,Tools
P000536,Active Tools Green 42,Home & Garden,Tools
P000977,Elite Board Gray 87,Toys & Games,Board Games
P000589,Standard Beverages White 95,Grocery,Beverages
P001031,Standard Stationery Beige 42,Office Supplies,Stationery
P000277,Deluxe Women's Green 80,Apparel,Women's Clothing
P000944,Premium Outdoor Beige 54,Sports,Outdoor Recreation
P001157,Express Maintenance Blue 69,Automotive,Maintenance
P000995,Deluxe Action Black 6,Toys & Games,Action Figures
P000297,Signature Footwear Red 1,Apparel,Footwear
P001027,Select Action Gray 38,Toys & Games,Action Figures
P000544,Ultra Outdoor Red 50,Home & Garden,Outdoor
P000570,Advanced Outdoor Silver 76,Home & Garden,Outdoor
P000653,Classic Snacks Navy 60,Grocery,Snacks
P000258,Express Women's Beige 61,Apparel,Women's Clothing
P000334,Essential Sportswear Beige 38,Apparel,Sportswear
P000393,Active Furniture Blue 97,Home & Garden,Furniture
P000335,Smart Sportswear Black 39,Apparel,Sportswear
P000985,Pro Board Brown 95,Toys & Games,Board Games
P000161,Essential Men's Brown 63,Apparel,Men's Clothing
P000046,Active Laptops Red 47,Electronics,Laptops
P000731,Select Dairy White 39,Grocery,Dairy
P000041,Standard Laptops Black 42,Electronics,Laptops
P001020,Essential Action Black 31,Toys & Games,Action Figures
P000411,Elite Furniture Red 16,Home & Garden,Furniture
P001144,Ultra Maintenance Black 56,Automotive,Maintenance
P000851,Express Hair Gray 60,Health & Beauty,Hair Care
P001186,Elite Designer White 98,Premium,Designer Bags
P000749,Select Bakery Green 57,Grocery,Bakery
P001030,Essential Stationery Silver 41,Office Supplies,Stationery
P000825,Select Skincare Silver 34,Health & Beauty,Skincare
P000845,Essential Hair White 54,Health & Beauty,Hair Care
P001140,Pro Maintenance Red 52,Automotive,Maintenance
P000199,Elite Men's Green 2,Apparel,Men's Clothing
P000222,Premium Women's Green 25,Apparel,Women's Clothing
P000814,Elite Skincare Red 23,Health & Beauty,Skincare
P000737,Smart Dairy Brown 45,Grocery,Dairy
P000128,Ultra Audio Navy 30,Electronics,Audio
P000472,Express Bedding Brown 77,Home & Garden,Bedding
P000764,Standard Bakery Navy 72,Grocery,Unknown
P000909,Smart Fitness White 19,Sports,Fitness Equipment
P000879,Select Vitamins Silver 88,Health & Beauty,Vitamins
P000336,Essential Sportswear Black 40,Apparel,Unknown
P001106,Elite Printers Navy 18,Office Supplies,Printers & Ink
P000689,Advanced Snacks Brown 96,Grocery,Snacks
P000350,Signature Sportswear Gray 54,Apparel,Sportswear
P001150,Advanced Maintenance Beige 62,Automotive,Maintenance
P001023,Essential Action Blue 34,Toys & Games,Action Figures
P000035,Essential Laptops Red 36,Electronics,Laptops
